75 26 114 210 328 363 264 262 170 118 71
76 45 316 299 11 344 305 322 170 10 317
77 235 112 41 23 285 127 95 14 85 202
78 290 235 338 189 4 112 358 43 268 170
79 2 189 347 278 239 98 170 187 334 238
80 62 288 305 344 2 56 175 269 89 15
81 74 277 174 109 175 334 238 94 387 284
82 75 255 180 189 239 78 313 302 316 35
83 150 200 378 260 89 195 90 215 325 283
84 37 128 12 313 370 231 4 112 327 258
85 255 239 128 41 258 307 257 170 114 229
86 75 3 364 302 313 323 44 157 20 316
87 290 98 298 180 324 189 12 128 82 239
88 2 276 15 79 229 64 312 199 292 271
89 239 125 282 18 157 63 260 238 334 170
90 45 235 101 88 313 74 277 131 30 78
91 75 82 101 59 299 43 338 154 348 318
92 37 150 313 370 18 25 277 258 174 215
93 37 82 150 78 112 98 63 157 20 28
94 235 249 382 173 125 182 132 53 363 338
95 37 249 235 150 313 370 176 282 18 48
96 180 78 239 302 168 2 276 127 285 85
97 298 282 134 173 98 95 81 31 334 238
98 180 56 1 382 16 323 154 175 187 15
99 282 276 278 62 175 109 258 56 230 155
100 298 235 249 101 134 74 80 131 99 322
101 249 235 129 154 299 57 59 89 211 177
102 82 150 370 302 173 323 9 98 30 28
103 45 343 150 327 370 313 173 222 260 175
104 255 235 3 63 62 112 358 302 78 300
105 75 235 370 168 276 32 86 170 64 300
106 235 239 42 222 71 325 93 20 319 8
107 290 173 338 237 41 196 177 268 343 328
108 290 189 75 43 285 11 338 120 9 273
109 73 131 59 299 173 230 229 57 262 170
110 100 347 83 238 141 334 328 271 196 337
111 290 260 316 312 90 300 279 313 89 31
112 2 370 100 86 41 272 202 313 170 196
113 173 15 189 3 122 276 231 10 323 79
114 180 189 56 62 239 86 134 196 177 338
115 75 343 257 170 114 26 195 9 229 154
116 235 255 189 200 378 35 278 9 229 258
117 63 364 151 43 9 98 222 154 27 75
118 249 235 382 78 14 59 89 57 299 125
119 37 325 101 18 25 378 200 347 60 165
120 235 249 176 4 112 302 300 90 334 141
121 298 11 27 173 43 81 64 229 230 215
122 300 62 18 63 277 109 43 85 127 285
123 290 45 289 141 10 134 277 137 16 170
124 235 249 180 101 78 56 14 299 57 43
125 45 235 180 189 364 11 211 196 170 151
126 364 43 109 257 60 100 56 51 70 191
127 45 235 255 338 239 42 131 168 35 268
