48 50 1
48 187 1
48 202 1
48 266 1
48 306 1
48 42 1
48 11 1
48 52 0
48 64 1
48 88 0
49 7 1
49 17 0
49 38 0
49 49 0
49 148 0
49 238 1
49 334 1
49 73 1
49 141 1
49 78 0
50 15 0
50 268 1
50 276 0
50 288 1
50 319 1
50 324 1
50 8 1
50 44 1
50 108 1
50 110 1
51 50 1
51 134 0
51 136 1
51 144 1
51 172 1
51 173 1
51 184 1
51 210 1
51 79 1
51 65 1
52 15 1
52 93 1
52 235 0
52 275 1
52 287 1
52 27 1
52 31 1
52 57 1
52 42 1
52 85 1
53 64 1
53 96 1
53 118 1
53 121 1
53 258 1
53 56 1
53 68 1
53 28 1
53 78 0
53 187 1
54 121 1
54 147 1
54 237 1
54 276 1
54 325 1
54 327 1
54 333 1
54 4 0
54 112 0
54 116 1
55 22 1
55 50 1
55 79 1
55 117 1
55 118 1
55 121 1
55 174 1
55 181 1
55 273 1
55 97 0
56 69 1
56 172 1
56 184 1
56 196 0
56 215 1
56 230 1
56 235 0
56 50 1
56 85 1
56 97 1
57 250 1
57 294 1
57 309 1
57 88 1
57 44 1
57 25 0
57 31 0
57 84 1
57 26 1
57 159 1
58 42 1
58 5 1
58 222 1
58 248 1
58 272 1
58 284 1
58 45 1
58 60 1
58 107 1
58 100 0
59 54 1
59 77 1
59 148 1
59 177 1
59 387 1
59 18 0
59 129 1
59 50 1
59 83 1
59 117 1
60 47 1
60 79 1
60 172 1
60 178 1
60 179 1
60 44 1
60 8 1
60 16 1
60 69 1
60 20 1
61 258 1
61 269 1
61 271 0
61 294 0
61 300 1
61 310 1
61 327 0
61 333 1
61 78 0
61 51 1
62 59 1
62 86 0
62 111 1
62 114 1
62 132 1
62 182 1
62 258 1
62 288 0
62 302 1
62 33 1
63 6 1
63 109 1
63 150 1
63 222 1
63 237 1
63 246 1
63 251 1
63 301 1
63 41 0
63 98 1
64 2 1
64 77 1
64 93 0
64 187 1
64 231 1
64 333 1
64 15 1
64 27 1
64 59 1
64 133 1
65 70 0
65 121 1
65 135 1
65 191 1
65 197 1
65 210 1
65 318 1
65 27 1
65 61 1
65 129 1
66 15 1
66 21 0
66 24 1
66 127 1
66 280 1
66 281 1
66 288 1
66 75 0
66 71 1
66 42 1
67 7 1
67 25 1
67 122 1
67 123 1
67 276 1
67 42 1
67 54 1
67 27 1
67 83 1
67 71 1
68 50 1
68 125 0
68 258 1
68 282 0
68 286 1
68 288 1
68 45 0
68 71 1
68 75 1
68 128 1
69 9 1
69 48 1
69 109 1
69 151 1
69 91 1
69 68 1
69 78 0
69 117 1
69 134 1
69 113 1
70 71 1
70 151 1
70 152 1
70 176 1
70 202 1
70 260 0
70 265 1
70 17 1
70 43 1
70 51 1
71 50 1
71 64 1
71 65 1
71 135 1
71 151 0
71 154 1
71 175 1
71 197 1
71 257 1
71 289 0
72 28 1
72 79 1
72 89 1
72 129 1
72 196 1
72 226 1
72 127 1
72 27 1
72 58 1
72 30 1
73 7 1
73 28 1
73 48 0
73 156 1
73 196 1
73 202 0
73 286 1
73 44 1
73 79 1
73 149 1
74 121 1
74 124 1
74 129 1
74 137 1
74 150 1
74 301 1
74 313 1
74 324 1
74 333 1
74 354 1
75 108 1
75 137 1
75 271 1
75 72 1
75 45 1
75 97 1
75 66 1
75 20 1
75 92 1
75 115 1
76 12 1
76 59 1
76 64 1
76 150 1
76 258 1
76 333 1
76 41 1
76 74 1
76 18 1
76 90 0
77 4 1
77 50 1
77 153 1
77 176 1
77 179 1
77 181 1
77 265 1
77 276 0
77 43 1
77 48 1
78 25 1
78 93 1
78 237 1
78 288 1
78 294 1
78 327 0
78 76 1
78 13 0
78 71 1
78 88 1
79 6 1
79 7 1
79 137 1
79 286 1
79 301 1
79 313 0
79 325 1
79 370 0
79 83 1
79 90 1
80 100 1
80 154 1
80 199 0
80 208 1
80 213 1
80 215 1
80 234 1
80 260 0
80 303 1
80 99 1
81 7 1
81 93 1
81 118 0
81 124 1
81 274 1
81 282 1
81 10 1
81 12 0
81 26 1
81 128 0
82 14 1
82 15 1
82 73 1
82 231 0
82 343 0
82 11 1
82 55 1
82 96 1
82 61 1
82 99 1
83 82 1
83 118 1
83 139 1
83 301 0
83 338 1
83 364 0
83 43 0
83 40 0
83 29 1
84 7 1
84 31 1
84 64 1
84 148 1
84 151 1
84 222 1
84 237 1
84 265 1
84 284 1
84 23 1
85 13 1
85 83 1
85 187 1
85 272 1
85 277 0
85 282 1
85 298 1
85 1 1
85 64 1
85 6 1
86 242 1
86 269 1
86 270 1
86 288 1
86 289 1
86 304 1
86 328 0
86 338 0
86 63 1
86 88 1
87 2 1
87 9 1
87 177 1
87 196 1
87 211 1
87 175 0
87 96 1
87 10 1
87 109 0
87 183 1
88 286 1
88 300 1
88 308 1
88 311 1
88 313 1
88 319 1
88 354 1
88 80 1
88 88 1
88 191 1
89 26 1
89 83 1
89 151 1
89 387 1
89 94 1
89 7 1
89 16 1
89 37 0
89 3 1
89 49 1
90 12 1
90 22 1
90 187 1
90 258 1
90 99 1
90 6 1
90 57 1
90 69 1
90 93 1
90 95 1
91 99 0
91 131 0
91 195 1
91 265 1
91 331 1
91 351 1
91 79 1
91 29 1
91 62 0
91 89 1
92 121 1
92 176 1
92 180 1
92 241 1
92 55 1
92 40 0
92 77 1
92 90 1
92 83 0
92 129 0
93 1 1
93 14 1
93 118 1
93 121 1
93 125 0
93 151 0
93 276 0
93 283 1
93 66 0
93 34 1
94 24 1
94 155 0
94 174 1
94 216 1
94 218 1
94 71 1
94 72 1
94 61 1
94 92 1
94 86 0
95 128 1
95 143 1
95 174 1
95 395 1
95 16 1
95 83 1
95 36 0
95 126 1
95 129 0
95 130 0
96 1 1
96 64 1
96 100 1
96 170 1
96 173 1
96 35 1
96 74 1
96 48 0
96 83 1
96 25 0
97 7 1
97 28 1
97 97 1
97 168 1
97 49 1
97 43 1
97 35 1
97 66 0
97 65 1
98 25 1
98 88 1
98 168 0
98 173 0
98 322 1
98 48 1
98 2 0
98 14 1
98 23 1
98 69 1
99 168 1
99 181 1
99 182 1
99 204 1
99 354 0
99 10 1
99 8 1
99 97 1
99 42 1
99 95 1
100 289 1
100 316 1
100 333 1
100 342 1
100 89 1
100 61 1
100 52 1
100 9 1
100 90 1
100 136 1
101 24 1
101 109 0
101 118 1
101 121 1
101 15 1
101 40 1
101 28 0
101 134 0
101 151 0
101 157 0
102 118 1
102 264 0
102 300 1
102 313 1
102 391 0
102 322 1
102 59 1
102 56 0
102 32 1
102 125 0
103 69 1
103 96 1
103 204 1
103 234 1
103 250 1
103 252 0
103 301 1
103 5 1
103 71 1
103 189 0
104 7 1
104 100 1
104 122 1
104 249 1
104 269 1
104 293 1
104 324 0
104 327 0
104 11 0
104 141 0
105 264 0
105 269 1
105 271 0
105 302 1
105 313 1
105 327 1
105 340 1
105 343 0
105 69 1
105 48 0
106 15 1
106 45 1
106 64 1
106 69 1
106 77 1
106 97 1
106 165 1
106 273 1
106 286 1
106 84 1
107 259 0
107 264 1
107 286 0
107 288 1
107 312 1
107 313 0
107 322 0
107 323 0
107 325 1
107 2 1
108 10 1
108 14 1
108 21 1
108 127 1
108 137 1
108 222 0
108 304 1
108 71 0
108 15 1
108 78 1
109 31 1
109 89 1
109 100 1
109 101 0
109 154 0
109 258 1
109 88 1
109 62 1
109 77 1
109 95 1
110 79 1
110 82 1
110 188 1
110 202 0
110 245 1
110 300 1
110 40 1
110 34 0
110 148 1
110 125 1
111 242 1
111 258 1
111 302 1
111 303 1
111 305 0
111 315 1
111 321 1
111 333 1
111 344 0
111 354 1
112 300 1
112 302 1
112 303 1
112 312 1
112 316 1
112 325 0
112 347 0
112 78 1
112 54 1
112 84 1
113 242 0
113 246 1
113 277 1
113 286 1
113 319 0
113 322 1
113 324 0
113 58 1
113 78 0
113 252 1
114 96 1
114 100 1
114 182 1
114 186 1
114 210 1
114 82 1
114 46 1
114 52 1
114 60 0
114 154 1
115 32 1
115 69 0
115 172 1
115 43 1
115 62 1
115 66 1
115 111 1
115 30 1
115 64 1
115 73 0
116 187 1
116 248 1
116 257 1
116 262 1
116 301 1
116 44 1
116 50 1
116 80 1
116 16 0
116 102 1
117 1 1
117 121 1
117 168 1
117 174 1
117 176 1
117 338 1
117 368 1
117 21 1
117 57 1
117 51 1
118 23 1
118 184 1
118 185 1
118 46 1
118 47 1
118 11 1
118 28 1
118 65 1
118 81 1
118 153 1
119 54 1
119 154 1
119 245 1
119 269 1
119 55 1
119 97 1
119 16 1
119 111 1
119 170 1
119 262 1
120 1 1
120 15 1
120 117 1
120 121 1
120 125 1
120 148 1
120 237 1
120 258 1
120 42 1
120 27 0
121 9 1
121 98 1
121 122 0
121 125 0
121 126 1
121 137 1
121 174 1
121 235 0
121 249 0
121 28 1
122 70 1
122 175 1
122 187 1
122 191 1
122 214 0
122 51 1
122 53 1
122 77 1
122 37 1
122 92 1
123 50 1
123 127 1
123 255 0
123 285 1
123 85 1
123 187 1
123 11 1
123 4 1
123 77 1
123 35 0
124 28 1
124 98 1
124 144 1
124 154 1
124 168 1
124 172 1
124 173 0
124 174 1
124 209 1
124 74 1
125 97 1
125 150 0
125 152 0
125 173 1
125 239 1
125 83 1
125 15 1
125 75 1
125 96 1
125 118 1
126 243 1
126 288 1
126 289 1
126 302 1
126 313 1
126 319 0
126 327 1
126 82 0
126 52 1
126 175 1
127 62 1
127 222 1
127 228 1
127 258 1
127 271 1
127 288 1
127 343 1
127 50 1
127 75 0
127 1 1
